movie_title,genres,actor_1_name,actor_2_name,title_year,country,movie_imdb_link
The Betrayed,Crime|Drama|Mystery|Thriller,Alice Krige,Christian Campbell,2008,USA,http://www.imdb.com/title/tt1074191/?ref_=fn_tt_tt_1
Taxman,Action|Comedy|Crime|Thriller,Fisher Stevens,Elizabeth Berkley,1998,USA,http://www.imdb.com/title/tt0138862/?ref_=fn_tt_tt_1
The Secret            ,Drama|Thriller,James Nesbitt,Ash Cook,,UK,http://www.imdb.com/title/tt5116280/?ref_=fn_tt_tt_1
2:13,Horror|Thriller,Teri Polo,Kevin Pollak,2009,USA,http://www.imdb.com/title/tt1002561/?ref_=fn_tt_tt_1
"Batman: The Dark Knight Returns, Part 2",Action|Animation|Crime|Sci-Fi|Thriller,Michael Emerson,Mark Valley,2013,USA,http://www.imdb.com/title/tt2166834/?ref_=fn_tt_tt_1
Time to Choose,Documentary,Jane Goodall,Jerry Brown,2015,USA,http://www.imdb.com/title/tt5001130/?ref_=fn_tt_tt_1
In the Name of the King: The Last Job,Action|Adventure|Fantasy|Thriller,Bashar Rahal,Shelly Varod,2014,Canada,http://www.imdb.com/title/tt2379386/?ref_=fn_tt_tt_1
Wicked Blood,Action|Crime|Drama|Thriller,Alexa PenaVega,Jake Busey,2014,USA,http://www.imdb.com/title/tt2761578/?ref_=fn_tt_tt_1
Dawn Patrol,Drama|Thriller,Chris Brochu,Jeff Fahey,2014,,http://www.imdb.com/title/tt2073661/?ref_=fn_tt_tt_1
Lords of London,Crime|Mystery|Thriller,Ray Winstone,Joe Egan,2014,UK,http://www.imdb.com/title/tt1800337/?ref_=fn_tt_tt_1
High Anxiety,Comedy,Madeline Kahn,Harvey Korman,1977,USA,http://www.imdb.com/title/tt0076141/?ref_=fn_tt_tt_1
March of the Penguins,Documentary,Morgan Freeman,Sofie GrA¥bA¸l,2005,France,http://www.imdb.com/title/tt0428803/?ref_=fn_tt_tt_1
Margin Call,Biography|Drama|Thriller,Kevin Spacey,Demi Moore,2011,USA,http://www.imdb.com/title/tt1615147/?ref_=fn_tt_tt_1
August,Drama|Romance,Murray Bartlett,Adrian Gonzalez,2011,USA,http://www.imdb.com/title/tt1753460/?ref_=fn_tt_tt_1
Choke,Comedy|Drama,Anjelica Huston,Matt Gerald,2008,USA,http://www.imdb.com/title/tt1024715/?ref_=fn_tt_tt_1
Whiplash,Drama|Music,J.K. Simmons,Melissa Benoist,2014,USA,http://www.imdb.com/title/tt2582802/?ref_=fn_tt_tt_1
City of God,Crime|Drama,Alice Braga,Seu Jorge,2002,Brazil,http://www.imdb.com/title/tt0317248/?ref_=fn_tt_tt_1
Human Traffic,Comedy|Music,Danny Dyer,John Simm,1999,UK,http://www.imdb.com/title/tt0188674/?ref_=fn_tt_tt_1
Day One,Biography|Drama|Music,Corbin Bleu,Rus Blackwell,2012,USA,http://www.imdb.com/title/tt1850418/?ref_=fn_tt_tt_1
The Dead Girl,Crime|Drama|Mystery,James Franco,Bruce Davison,2006,USA,http://www.imdb.com/title/tt0783238/?ref_=fn_tt_tt_1
The Hunt,Drama,Thomas Bo Larsen,Alexandra Rapaport,2012,Denmark,http://www.imdb.com/title/tt2106476/?ref_=fn_tt_tt_1
A Christmas Story,Comedy|Family,Zack Ward,Darren McGavin,1983,USA,http://www.imdb.com/title/tt0085334/?ref_=fn_tt_tt_1
Bella,Drama|Romance,Armando Riesco,Ramon Rodriguez,2006,USA,http://www.imdb.com/title/tt0482463/?ref_=fn_tt_tt_1
Class of 1984,Action|Crime|Drama|Thriller,Roddy McDowall,Perry King,1982,Canada,http://www.imdb.com/title/tt0083739/?ref_=fn_tt_tt_1
The Opposite Sex,Comedy,Geoff Stults,Kenan Thompson,2014,USA,http://www.imdb.com/title/tt2796678/?ref_=fn_tt_tt_1
Dreaming of Joseph Lees,Drama|Romance,Samantha Morton,Rupert Graves,1999,USA,http://www.imdb.com/title/tt0144178/?ref_=fn_tt_tt_1
The Class,Drama,FranASois BA©gaudeau,Agame Malembo-Emene,2008,France,http://www.imdb.com/title/tt1068646/?ref_=fn_tt_tt_1
Rosemarys Baby,Drama|Horror,John Cassavetes,Mia Farrow,1968,USA,http://www.imdb.com/title/tt0063522/?ref_=fn_tt_tt_1
The Man Who Shot Liberty Valance,Drama|Western,Lee Marvin,Woody Strode,1962,USA,http://www.imdb.com/title/tt0056217/?ref_=fn_tt_tt_1
Adam,Drama|Romance,Peter Gallagher,Terry Walters,2009,USA,http://www.imdb.com/title/tt1185836/?ref_=fn_tt_tt_1
Maria Full of Grace,Crime|Drama,Catalina Sandino Moreno,Wilson Guerrero,2004,Colombia,http://www.imdb.com/title/tt0390221/?ref_=fn_tt_tt_1
Beginners,Comedy|Drama|Romance,Goran Visnjic,Lou Taylor Pucci,2010,USA,http://www.imdb.com/title/tt1532503/?ref_=fn_tt_tt_1
Feast,Action|Comedy|Horror|Thriller,Krista Allen,Eric Dane,2005,USA,http://www.imdb.com/title/tt0426459/?ref_=fn_tt_tt_1
Animal House,Comedy,John Belushi,Karen Allen,1978,USA,http://www.imdb.com/title/tt0077975/?ref_=fn_tt_tt_1
Goldfinger,Action|Adventure|Thriller,Honor Blackman,Gert FrA¶be,1964,UK,http://www.imdb.com/title/tt0058150/?ref_=fn_tt_tt_1
Antiviral,Horror|Sci-Fi|Thriller,Sarah Gadon,Douglas Smith,2012,Canada,http://www.imdb.com/title/tt2099556/?ref_=fn_tt_tt_1
Its a Wonderful Life,Drama|Family|Fantasy|Romance,Donna Reed,Lionel Barrymore,1946,USA,http://www.imdb.com/title/tt0038650/?ref_=fn_tt_tt_1
Trainspotting,Drama,Kelly Macdonald,Shirley Henderson,1996,UK,http://www.imdb.com/title/tt0117951/?ref_=fn_tt_tt_1
The Original Kings of Comedy,Comedy|Documentary,Bernie Mac,Cedric the Entertainer,2000,USA,http://www.imdb.com/title/tt0236388/?ref_=fn_tt_tt_1
Paranormal Activity 2,Horror,Sprague Grayden,Molly Ephraim,2010,USA,http://www.imdb.com/title/tt1536044/?ref_=fn_tt_tt_1
Waking Ned Devine,Comedy,James Nesbitt,David Kelly,1998,UK,http://www.imdb.com/title/tt0166396/?ref_=fn_tt_tt_1
Bowling for Columbine,Crime|Documentary|Drama,Michael Moore,Dick Clark,2002,Germany,http://www.imdb.com/title/tt0310793/?ref_=fn_tt_tt_1
Coming Home,Drama,Li Gong,Daoming Chen,2014,China,http://www.imdb.com/title/tt3125472/?ref_=fn_tt_tt_1
A Nightmare on Elm Street 2: Freddys Revenge,Fantasy|Horror,Clu Gulager,Robert Rusler,1985,USA,http://www.imdb.com/title/tt0089686/?ref_=fn_tt_tt_1
A Room with a View,Drama|Romance,Julian Sands,Rupert Graves,1985,UK,http://www.imdb.com/title/tt0091867/?ref_=fn_tt_tt_1
The Purge,Horror|Sci-Fi|Thriller,Rhys Wakefield,Adelaide Kane,2013,USA,http://www.imdb.com/title/tt2184339/?ref_=fn_tt_tt_1
Sinister,Horror|Mystery,Danielle Kotch,Victoria Leigh,2012,USA,http://www.imdb.com/title/tt1922777/?ref_=fn_tt_tt_1
Martin Lawrence Live: Runteldat,Biography|Comedy|Documentary,Nancy ODell,Mikki Padilla,2002,USA,http://www.imdb.com/title/tt0327036/?ref_=fn_tt_tt_1
Cat on a Hot Tin Roof,Drama|Romance,Burl Ives,Judith Anderson,1958,USA,http://www.imdb.com/title/tt0051459/?ref_=fn_tt_tt_1
Beneath the Planet of the Apes,Action|Adventure|Sci-Fi,Linda Harrison,Gregory Sierra,1970,USA,http://www.imdb.com/title/tt0065462/?ref_=fn_tt_tt_1
Air Bud,Comedy|Drama|Family|Sport,Kevin Zegers,Bill Cobbs,1997,USA,http://www.imdb.com/title/tt0118570/?ref_=fn_tt_tt_1
PokA©mon 3: The Movie,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,Veronica Taylor,Eric Stuart,2000,Japan,http://www.imdb.com/title/tt0235679/?ref_=fn_tt_tt_1
Jason Lives: Friday the 13th Part VI,Horror|Thriller,Tony Goldwyn,Ron Palillo,1986,USA,http://www.imdb.com/title/tt0091080/?ref_=fn_tt_tt_1
The Bridge on the River Kwai,Adventure|Drama|War,William Holden,Sessue Hayakawa,1957,UK,http://www.imdb.com/title/tt0050212/?ref_=fn_tt_tt_1
Spaced Invaders,Adventure|Comedy|Sci-Fi,Ariana Richards,Royal Dano,1990,USA,http://www.imdb.com/title/tt0100666/?ref_=fn_tt_tt_1
Family Plot,Comedy|Thriller,Ed Lauter,Bruce Dern,1976,USA,http://www.imdb.com/title/tt0074512/?ref_=fn_tt_tt_1
The Apartment,Comedy|Drama|Romance,Fred MacMurray,Ray Walston,1960,USA,http://www.imdb.com/title/tt0053604/?ref_=fn_tt_tt_1
Jason Goes to Hell: The Final Friday,Fantasy|Horror|Thriller,Kane Hodder,Leslie Jordan,1993,USA,http://www.imdb.com/title/tt0107254/?ref_=fn_tt_tt_1
Torn Curtain,Thriller,Tamara Toumanova,Lila Kedrova,1966,USA,http://www.imdb.com/title/tt0061107/?ref_=fn_tt_tt_1
Dave Chappelles Block Party,Comedy|Documentary|Music,Common,Dave Chappelle,2005,USA,http://www.imdb.com/title/tt0425598/?ref_=fn_tt_tt_1
Slow West,Western,Michael Fassbender,Kodi Smit-McPhee,2015,UK,http://www.imdb.com/title/tt3205376/?ref_=fn_tt_tt_1
Krush Groove,Comedy|Drama|Music,Blair Underwood,LisaGay Hamilton,1985,USA,http://www.imdb.com/title/tt0089444/?ref_=fn_tt_tt_1
Next Day Air,Action|Comedy|Crime,Omari Hardwick,Donald Faison,2009,USA,http://www.imdb.com/title/tt1097013/?ref_=fn_tt_tt_1
Elmer Gantry,Drama,Shirley Jones,Jean Simmons,1960,USA,http://www.imdb.com/title/tt0053793/?ref_=fn_tt_tt_1
Judgment at Nuremberg,Drama|War,Maximilian Schell,Montgomery Clift,1961,USA,http://www.imdb.com/title/tt0055031/?ref_=fn_tt_tt_1
Trippin,Comedy,Donald Faison,Deon Richmond,1999,USA,http://www.imdb.com/title/tt0160298/?ref_=fn_tt_tt_1
Robot Chicken            ,Animation|Comedy,Matthew Senreich,Seth Green,,USA,http://www.imdb.com/title/tt0437745/?ref_=fn_tt_tt_1
Red River,Action|Adventure|Romance|Western,Montgomery Clift,Walter Brennan,1948,USA,http://www.imdb.com/title/tt0040724/?ref_=fn_tt_tt_1
Phat Girlz,Comedy,MoNique,Jimmy Jean-Louis,2006,USA,http://www.imdb.com/title/tt0490196/?ref_=fn_tt_tt_1
Before Midnight,Drama|Romance,Seamus Davey-Fitzpatrick,Ariane Labed,2013,USA,http://www.imdb.com/title/tt2209418/?ref_=fn_tt_tt_1
Teen Wolf Too,Comedy|Fantasy,John Astin,Robert Neary,1987,USA,http://www.imdb.com/title/tt0094118/?ref_=fn_tt_tt_1
Phantasm II,Action|Fantasy|Horror|Sci-Fi|Thriller,Angus Scrimm,A. Michael Baldwin,1988,USA,http://www.imdb.com/title/tt0095863/?ref_=fn_tt_tt_1
Woman Thou Art Loosed,Drama,Loretta Devine,Kimberly Elise,2004,USA,http://www.imdb.com/title/tt0399901/?ref_=fn_tt_tt_1
Real Women Have Curves,Comedy|Drama,America Ferrera,Lupe Ontiveros,2002,USA,http://www.imdb.com/title/tt0296166/?ref_=fn_tt_tt_1
Deadline Gallipoli            ,Drama|War,Rachel Griffiths,Jessica De Gouw,,Australia,http://www.imdb.com/title/tt3458030/?ref_=fn_tt_tt_1
Water,Drama|Romance,John Abraham,Lisa Ray,2005,Canada,http://www.imdb.com/title/tt0240200/?ref_=fn_tt_tt_1
East Is East,Comedy|Drama,Archie Panjabi,Jimi Mistry,1999,UK,http://www.imdb.com/title/tt0166175/?ref_=fn_tt_tt_1
Whipped,Comedy|Romance,Callie Thorne,Brian Van Holt,2000,USA,http://www.imdb.com/title/tt0174336/?ref_=fn_tt_tt_1
Kama Sutra: A Tale of Love,Crime|Drama|History|Romance,Indira Varma,Sarita Choudhury,1996,USA,http://www.imdb.com/title/tt0116743/?ref_=fn_tt_tt_1
Please Give,Comedy|Drama,Oliver Platt,Thomas Ian Nicholas,2010,USA,http://www.imdb.com/title/tt0878835/?ref_=fn_tt_tt_1
Willy Wonka & the Chocolate Factory,Family|Fantasy|Musical,Peter Ostrum,Jack Albertson,1971,USA,http://www.imdb.com/title/tt0067992/?ref_=fn_tt_tt_1
Warlock: The Armageddon,Fantasy|Horror,Julian Sands,Zach Galligan,1993,USA,http://www.imdb.com/title/tt0108517/?ref_=fn_tt_tt_1
8 Heads in a Duffel Bag,Comedy|Crime,Kristy Swanson,George Hamilton,1997,USA,http://www.imdb.com/title/tt0118541/?ref_=fn_tt_tt_1
Days of Heaven,Drama|Romance,Sam Shepard,Stuart Margolin,1978,USA,http://www.imdb.com/title/tt0077405/?ref_=fn_tt_tt_1
Thirteen Conversations About One Thing,Drama,Matthew McConaughey,Rob McElhenney,2001,USA,http://www.imdb.com/title/tt0268690/?ref_=fn_tt_tt_1
Jawbreaker,Comedy|Crime|Thriller,Julie Benz,Judy Greer,1999,USA,http://www.imdb.com/title/tt0155776/?ref_=fn_tt_tt_1
Basquiat,Biography|Drama,Gary Oldman,Michael Wincott,1996,USA,http://www.imdb.com/title/tt0115632/?ref_=fn_tt_tt_1
Frances Ha,Comedy|Drama|Romance,Greta Gerwig,Grace Gummer,2012,USA,http://www.imdb.com/title/tt2347569/?ref_=fn_tt_tt_1
Tsotsi,Crime|Drama,Terry Pheto,Nambitha Mpumlwana,2005,UK,http://www.imdb.com/title/tt0468565/?ref_=fn_tt_tt_1
Happiness,Comedy|Drama,Philip Seymour Hoffman,Jon Lovitz,1998,USA,http://www.imdb.com/title/tt0147612/?ref_=fn_tt_tt_1
DysFunktional Family,Comedy|Documentary,Eddie Griffin,Joe Howard,2003,USA,http://www.imdb.com/title/tt0337996/?ref_=fn_tt_tt_1
Tusk,Comedy|Drama|Horror,Johnny Depp,Haley Joel Osment,2014,USA,http://www.imdb.com/title/tt3099498/?ref_=fn_tt_tt_1
Oldboy,Drama|Mystery|Thriller,Min-sik Choi,Ji-tae Yu,2003,South Korea,http://www.imdb.com/title/tt0364569/?ref_=fn_tt_tt_1
Letters to God,Drama|Family,Robyn Lively,Michael Bolten,2010,USA,http://www.imdb.com/title/tt1462054/?ref_=fn_tt_tt_1
Hobo with a Shotgun,Action|Comedy|Thriller,Gregory Smith,Robb Wells,2011,Canada,http://www.imdb.com/title/tt1640459/?ref_=fn_tt_tt_1
Compadres,Action|Comedy,Kevin Pollak,HA©ctor JimA©nez,2016,Mexico,http://www.imdb.com/title/tt3367294/?ref_=fn_tt_tt_1
Freeway,Comedy|Crime|Drama|Thriller,Bokeem Woodbine,Dan Hedaya,1996,USA,http://www.imdb.com/title/tt0116361/?ref_=fn_tt_tt_1
Loves Abiding Joy,Drama|Family|Western,William Morgan Sheppard,Kevin Gage,2006,USA,http://www.imdb.com/title/tt0785025/?ref_=fn_tt_tt_1
Fish Tank,Drama,Michael Fassbender,Harry Treadaway,2009,UK,http://www.imdb.com/title/tt1232776/?ref_=fn_tt_tt_1
Damsels in Distress,Comedy|Drama|Romance,Greta Gerwig,Megalyn Echikunwoke,2011,USA,http://www.imdb.com/title/tt1667307/?ref_=fn_tt_tt_1
Creature            ,Horror|Sci-Fi|Thriller,Craig T. Nelson,Colm Feore,,USA,http://www.imdb.com/title/tt0156205/?ref_=fn_tt_tt_1
Bachelorette,Comedy|Romance,Kirsten Dunst,Adam Scott,2012,USA,http://www.imdb.com/title/tt1920849/?ref_=fn_tt_tt_1
BrainDead            ,Comedy|Drama|Horror|Sci-Fi|Thriller,Danny Pino,Megan Hilty,,USA,http://www.imdb.com/title/tt4877736/?ref_=fn_tt_tt_1
Brave New Girl,Drama|Family|Music,Virginia Madsen,Aaron Ashmore,2004,USA,http://www.imdb.com/title/tt0403118/?ref_=fn_tt_tt_1
Tim and Erics Billion Dollar Movie,Comedy,Michael Gross,William Atherton,2012,USA,http://www.imdb.com/title/tt1855401/?ref_=fn_tt_tt_1
The Gambler,Crime|Drama|Thriller,George Kennedy,Cjon Saulsberry,2014,USA,http://www.imdb.com/title/tt2039393/?ref_=fn_tt_tt_1
The Grand            ,Drama,Susan Hampshire,Amanda Mealing,,UK,http://www.imdb.com/title/tt0118327/?ref_=fn_tt_tt_1
Summer Storm,Comedy|Drama|Romance|Sport,Alicja Bachleda,Kostja Ullmann,2004,Germany,http://www.imdb.com/title/tt0420206/?ref_=fn_tt_tt_1
Fort McCoy,Drama|History|War,Johnny Pacar,Eric Stoltz,2011,USA,http://www.imdb.com/title/tt1282046/?ref_=fn_tt_tt_1
Chain Letter,Horror|Thriller,Matt Cohen,Betsy Russell,2009,USA,http://www.imdb.com/title/tt1148200/?ref_=fn_tt_tt_1
Just Looking,Comedy|Drama,Gretchen Mol,Patti LuPone,1999,USA,http://www.imdb.com/title/tt0162236/?ref_=fn_tt_tt_1
The Divide,Drama|Sci-Fi|Thriller,Michael Biehn,Lauren German,2011,Germany,http://www.imdb.com/title/tt1535616/?ref_=fn_tt_tt_1
The Eclipse,Drama|Horror|Romance,Aidan Quinn,Iben Hjejle,2009,Ireland,http://www.imdb.com/title/tt1346961/?ref_=fn_tt_tt_1
Demonic,Horror|Thriller,Frank Grillo,Scott Mechlowicz,2015,USA,http://www.imdb.com/title/tt1841642/?ref_=fn_tt_tt_1
My Big Fat Independent Movie,Comedy,Neil Hopkins,Darren Keefe Reiher,2005,USA,http://www.imdb.com/title/tt0385890/?ref_=fn_tt_tt_1
Alice in Wonderland,Adventure|Family|Fantasy,Johnny Depp,Alan Rickman,2010,USA,http://www.imdb.com/title/tt1014759/?ref_=fn_tt_tt_1
The Deported,Comedy,Taylor Negron,Michael Rapaport,2009,USA,http://www.imdb.com/title/tt1390404/?ref_=fn_tt_tt_1
Tanner Hall,Drama,Tom Everett Scott,Amy Sedaris,2009,USA,http://www.imdb.com/title/tt1151410/?ref_=fn_tt_tt_1
Open Road,Action|Drama|Thriller,John Savage,Kristi Clainos,2013,Brazil,http://www.imdb.com/title/tt1922679/?ref_=fn_tt_tt_1
They Came Together,Comedy,Christopher Meloni,Amy Poehler,2014,USA,http://www.imdb.com/title/tt2398249/?ref_=fn_tt_tt_1
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,Comedy,French Stewart,Ashley Martin,2013,USA,http://www.imdb.com/title/tt2417650/?ref_=fn_tt_tt_1
Never Back Down 2: The Beatdown,Action|Drama|Sport,Michael Jai White,Alex Meraz,2011,USA,http://www.imdb.com/title/tt1754264/?ref_=fn_tt_tt_1
Point Blank,Crime|Thriller,Lee Marvin,Angie Dickinson,1967,USA,http://www.imdb.com/title/tt0062138/?ref_=fn_tt_tt_1
Four Single Fathers,Comedy,Stephanie Szostak,Sarah Rafferty,2009,Italy,http://www.imdb.com/title/tt1252289/?ref_=fn_tt_tt_1
Enter the Dangerous Mind,Thriller,Noel Gugliemi,David Bianchi,2013,USA,http://www.imdb.com/title/tt2229377/?ref_=fn_tt_tt_1
Something Wicked,Drama|Horror|Mystery|Thriller,Julian Morris,Shantel VanSanten,2014,USA,http://www.imdb.com/title/tt1327601/?ref_=fn_tt_tt_1
AWOL-72,Thriller,Bokeem Woodbine,Brooke Newton,2015,USA,http://www.imdb.com/title/tt2048865/?ref_=fn_tt_tt_1
Iguana,Adventure|Crime|Drama,Everett McGill,Jack Taylor,1988,Italy,http://www.imdb.com/title/tt0095354/?ref_=fn_tt_tt_1
Cinderella,Drama|Family|Fantasy|Romance,Hayley Atwell,Derek Jacobi,2015,USA,http://www.imdb.com/title/tt1661199/?ref_=fn_tt_tt_1
Chicago Overcoat,Action|Adventure|Crime|Drama,Mike Starr,Stacy Keach,2009,USA,http://www.imdb.com/title/tt1085382/?ref_=fn_tt_tt_1
Barry Munday,Comedy|Drama|Romance,Judy Greer,Cybill Shepherd,2010,USA,http://www.imdb.com/title/tt0482461/?ref_=fn_tt_tt_1
Central Station,Drama,Fernanda Montenegro,Matheus Nachtergaele,1998,Brazil,http://www.imdb.com/title/tt0140888/?ref_=fn_tt_tt_1
Pocketful of Miracles,Comedy|Drama,Ann-Margret,Glenn Ford,1961,USA,http://www.imdb.com/title/tt0055312/?ref_=fn_tt_tt_1
Close Range,Action|Crime,Anthony L. Fernandez,Nick Chinlund,2015,USA,http://www.imdb.com/title/tt3511596/?ref_=fn_tt_tt_1
Boynton Beach Club,Comedy|Romance,Dyan Cannon,Michael Nouri,2005,USA,http://www.imdb.com/title/tt0439478/?ref_=fn_tt_tt_1
Amnesiac,Drama|Horror|Mystery|Thriller,Olivia Rose Keegan,Patrick Bauchau,2014,USA,http://www.imdb.com/title/tt2837336/?ref_=fn_tt_tt_1
Freakonomics,Documentary,Greg Crowe,James Ransone,2010,USA,http://www.imdb.com/title/tt1152822/?ref_=fn_tt_tt_1
The Omen,Fantasy|Horror|Mystery,Lee Remick,Patrick Troughton,1976,UK,http://www.imdb.com/title/tt0075005/?ref_=fn_tt_tt_1
High Tension,Horror,CA©cile De France,MaA¯wenn,2003,France,http://www.imdb.com/title/tt0338095/?ref_=fn_tt_tt_1
Griff the Invisible,Comedy|Drama|Romance|Sci-Fi,Maeve Dermody,Patrick Brammall,2010,Australia,http://www.imdb.com/title/tt1509803/?ref_=fn_tt_tt_1
Unnatural,Action|Horror|Thriller,Qorianka Kilcher,Gregory Cruz,2015,USA,http://www.imdb.com/title/tt3551400/?ref_=fn_tt_tt_1
Hustle & Flow,Crime|Drama|Music,Isaac Hayes,Paula Jai Parker,2005,USA,http://www.imdb.com/title/tt0410097/?ref_=fn_tt_tt_1
Some Like It Hot,Comedy|Music|Romance,Nehemiah Persoff,Joe E. Brown,1959,USA,http://www.imdb.com/title/tt0053291/?ref_=fn_tt_tt_1
Friday the 13th Part VII: The New Blood,Horror,Kane Hodder,Terry Kiser,1988,USA,http://www.imdb.com/title/tt0095179/?ref_=fn_tt_tt_1
The Wizard of Oz,Adventure|Family|Fantasy|Musical,Margaret Hamilton,Terry,1939,USA,http://www.imdb.com/title/tt0032138/?ref_=fn_tt_tt_1
Young Frankenstein,Comedy,Madeline Kahn,Peter Boyle,1974,USA,http://www.imdb.com/title/tt0072431/?ref_=fn_tt_tt_1
Diary of the Dead,Horror,Megan Park,Shawn Roberts,2007,USA,http://www.imdb.com/title/tt0848557/?ref_=fn_tt_tt_1
Lage Raho Munna Bhai,Comedy|Drama|Romance,Vidya Balan,Sanjay Dutt,2006,India,http://www.imdb.com/title/tt0456144/?ref_=fn_tt_tt_1
Ulees Gold,Drama,Peter Fonda,Patricia Richardson,1997,USA,http://www.imdb.com/title/tt0120402/?ref_=fn_tt_tt_1
The Black Stallion,Adventure|Family|Sport,Teri Garr,Kelly Reno,1979,USA,http://www.imdb.com/title/tt0078872/?ref_=fn_tt_tt_1
Sardaar Ji,Romance,Bhavkhandan Singh Rakhra,Neeru Bajwa,2015,Canada,http://www.imdb.com/title/tt4080386/?ref_=fn_tt_tt_1
Journey to Saturn,Action|Adventure|Animation|Comedy|Sci-Fi,Iben Hjejle,Frank Hvam,2008,Denmark,http://www.imdb.com/title/tt1095423/?ref_=fn_tt_tt_1
Donovans Reef,Adventure|Comedy|Romance,Lee Marvin,Cesar Romero,1963,USA,http://www.imdb.com/title/tt0057007/?ref_=fn_tt_tt_1
The Dress,Comedy|Drama,Rijk de Gooyer,Ariane Schluter,1996,Netherlands,http://www.imdb.com/title/tt0116729/?ref_=fn_tt_tt_1
A Guy Named Joe,Drama|Fantasy|Romance|War,Spencer Tracy,Esther Williams,1943,USA,http://www.imdb.com/title/tt0035959/?ref_=fn_tt_tt_1
Blazing Saddles,Comedy|Western,Madeline Kahn,David Huddleston,1974,USA,http://www.imdb.com/title/tt0071230/?ref_=fn_tt_tt_1
Friday the 13th: The Final Chapter,Horror|Thriller,Judie Aronson,Tom Everett,1984,USA,http://www.imdb.com/title/tt0087298/?ref_=fn_tt_tt_1
Ida,Drama,Joanna Kulig,Agata Trzebuchowska,2013,Poland,http://www.imdb.com/title/tt2718492/?ref_=fn_tt_tt_1
Maurice,Drama|Romance,Rupert Graves,Denholm Elliott,1987,UK,http://www.imdb.com/title/tt0093512/?ref_=fn_tt_tt_1
Beer League,Comedy|Sport,Joe Lo Truglio,Laurie Metcalf,2006,USA,http://www.imdb.com/title/tt0453453/?ref_=fn_tt_tt_1
The Astronauts Wife,Drama|Sci-Fi|Thriller,Johnny Depp,Charlize Theron,1999,USA,http://www.imdb.com/title/tt0138304/?ref_=fn_tt_tt_1
Riding Giants,Documentary|History|Sport,Gerry Lopez,Gabrielle Reece,2004,USA,http://www.imdb.com/title/tt0389326/?ref_=fn_tt_tt_1
Timecrimes,Horror|Mystery|Sci-Fi|Thriller,Karra Elejalde,Nacho Vigalondo,2007,Spain,http://www.imdb.com/title/tt0480669/?ref_=fn_tt_tt_1
Silver Medallist,Action|Adventure|Comedy,Jack Kao,Bo Huang,2009,China,http://www.imdb.com/title/tt0851515/?ref_=fn_tt_tt_1
Timber Falls,Horror|Thriller,Brianna Brown,Nick Searcy,2007,USA,http://www.imdb.com/title/tt0857295/?ref_=fn_tt_tt_1
Singin in the Rain,Comedy|Musical|Romance,Rita Moreno,Debbie Reynolds,1952,USA,http://www.imdb.com/title/tt0045152/?ref_=fn_tt_tt_1
"Fat, Sick & Nearly Dead",Documentary,Joe Cross,Joel Fuhrman,2010,Australia,http://www.imdb.com/title/tt1227378/?ref_=fn_tt_tt_1
A Haunted House,Comedy|Fantasy,Essence Atkins,Alanna Ubach,2013,USA,http://www.imdb.com/title/tt2243537/?ref_=fn_tt_tt_1
2016: Obamas America,Documentary,Barack Obama,Zackary Steven Graham,2012,USA,http://www.imdb.com/title/tt2247692/?ref_=fn_tt_tt_1
Halloween II,Horror,Scout Taylor-Compton,Tyler Mane,2009,USA,http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1
That Thing You Do!,Comedy|Drama|Music,Tom Hanks,Charlize Theron,1996,USA,http://www.imdb.com/title/tt0117887/?ref_=fn_tt_tt_1
Halloween III: Season of the Witch,Horror|Mystery|Sci-Fi,Tom Atkins,Dan OHerlihy,1982,USA,http://www.imdb.com/title/tt0085636/?ref_=fn_tt_tt_1
Escape from the Planet of the Apes,Action|Sci-Fi,Roddy McDowall,M. Emmet Walsh,1971,USA,http://www.imdb.com/title/tt0067065/?ref_=fn_tt_tt_1
Hud,Drama,Patricia Neal,Melvyn Douglas,1963,USA,http://www.imdb.com/title/tt0057163/?ref_=fn_tt_tt_1
Kevin Hart: Let Me Explain,Comedy|Documentary,David Jason Perez,LaPrincess Jackson,2013,USA,http://www.imdb.com/title/tt2609912/?ref_=fn_tt_tt_1
My Own Private Idaho,Drama,Keanu Reeves,Udo Kier,1991,USA,http://www.imdb.com/title/tt0102494/?ref_=fn_tt_tt_1
Garden State,Comedy|Drama|Romance,Armando Riesco,Michael Weston,2004,USA,http://www.imdb.com/title/tt0333766/?ref_=fn_tt_tt_1
Before Sunrise,Drama|Romance,Hanno PA¶schl,Hans Weingartner,1995,USA,http://www.imdb.com/title/tt0112471/?ref_=fn_tt_tt_1
Sur le seuil,Action|Drama|Horror|Thriller,Patrick Huard,Michel CA´tA©,2003,Canada,http://www.imdb.com/title/tt0380732/?ref_=fn_tt_tt_1
Jesus Son,Drama,Billy Crudup,Samantha Morton,1999,USA,http://www.imdb.com/title/tt0186253/?ref_=fn_tt_tt_1
Saving Face,Comedy|Drama|Romance,Joan Chen,Ato Essandoh,2004,USA,http://www.imdb.com/title/tt0384504/?ref_=fn_tt_tt_1
Brick Lane,Drama,Satish Kaushik,Christopher Simpson,2007,UK,http://www.imdb.com/title/tt0940585/?ref_=fn_tt_tt_1
